date,season,tourney_name,surface,player,player_rank,opponent,opponent_rank,odds_for,odds_against,won
2007-01-08,2007,Acura Classic,Hard,Bartoli M.,12.0,Nakamura A.,61.0,1.22,4.0,1
2007-01-08,2007,Acura Classic,Hard,Vakulenko J.,47.0,Kudryavtseva A.,67.0,1.5,2.5,0
2007-01-08,2007,Nordea Nordic Light Open,Hard,Ruano Pascual V.,78.0,Loit E.,37.0,3.39,1.3,0
2007-01-08,2007,Nordea Nordic Light Open,Hard,Zakopalova K.,84.0,Goerges J.,177.0,1.57,2.25,0
2007-01-08,2007,Nordea Nordic Light Open,Hard,Domachowska M.,196.0,Radwanska A.,35.0,,,0
2007-01-08,2007,Acura Classic,Hard,Safarova L.,24.0,Kirilenko M.,42.0,1.39,2.75,0
2007-01-08,2007,Acura Classic,Hard,Razzano V.,59.0,Williams V.,16.0,11.0,1.03,0
2007-01-08,2007,Nordea Nordic Light Open,Hard,Groenefeld A.L.,156.0,Pironkova T.,131.0,2.1,1.66,0
2007-01-08,2007,Acura Classic,Hard,Kudryavtseva A.,67.0,Schnyder P.,17.0,4.5,1.16,0
2007-01-08,2007,Acura Classic,Hard,Shaughnessy M.,43.0,Chakvetadze A.,6.0,6.0,1.11,0
2007-01-08,2007,Acura Classic,Hard,Dementieva E.,15.0,Kerber A.,76.0,1.14,5.0,1
2007-01-08,2007,Acura Classic,Hard,Kremer A.,125.0,Golovin T.,19.0,6.0,1.11,0
2007-01-08,2007,Acura Classic,Hard,Bammer S.,21.0,Sugiyama A.,30.0,1.25,3.75,0
2007-01-08,2007,Acura Classic,Hard,Bondarenko A.,22.0,Srebotnik K.,23.0,1.61,2.2,0
2007-01-08,2007,Acura Classic,Hard,Daniilidou E.,44.0,Mirza S.,31.0,3.5,1.28,0
2007-01-08,2007,Acura Classic,Hard,Azarenka V.,45.0,Hantuchova D.,10.0,3.5,1.28,0
2007-01-08,2007,Acura Classic,Hard,King V.,86.0,Jankovic J.,3.0,8.0,1.06,0
2007-01-08,2007,Acura Classic,Hard,Krajicek M.,33.0,Hingis M.,13.0,2.5,1.5,0
2007-01-08,2007,Acura Classic,Hard,Kerber A.,76.0,Dementieva E.,15.0,5.0,1.14,0
2007-01-08,2007,Acura Classic,Hard,Nakamura A.,61.0,Bartoli M.,12.0,4.0,1.22,0
2007-01-08,2007,Acura Classic,Hard,Pin C.,93.0,Safina D.,14.0,4.33,1.2,0
2007-01-08,2007,Nordea Nordic Light Open,Hard,Laine E.,168.0,Dushevina V.,66.0,3.75,1.25,0
2007-01-08,2007,Acura Classic,Hard,Kudryavtseva A.,67.0,Vakulenko J.,47.0,2.5,1.5,1
2007-01-09,2007,US Open,Hard,Vakulenko J.,50.0,Kirilenko M.,36.0,3.0,1.36,1
2007-01-09,2007,US Open,Hard,Schnyder P.,12.0,Paszek T.,43.0,1.36,3.0,0
2007-01-09,2007,US Open,Hard,Mirza S.,27.0,Chakvetadze A.,6.0,4.5,1.16,0
2007-01-09,2007,US Open,Hard,Sharapova M.,2.0,Radwanska A.,32.0,1.04,10.0,0
2007-01-09,2007,US Open,Hard,Petrova N.,8.0,Szavay A.,31.0,1.5,2.5,0
2007-01-09,2007,US Open,Hard,Kirilenko M.,36.0,Vakulenko J.,50.0,1.36,3.0,0
2007-01-09,2007,US Open,Hard,Szavay A.,31.0,Petrova N.,8.0,2.5,1.5,1
2007-01-09,2007,US Open,Hard,Vaidisova N.,15.0,Peer S.,19.0,1.44,2.62,0
2007-01-09,2007,US Open,Hard,Hingis M.,17.0,Azarenka V.,41.0,1.57,2.25,0
2007-01-09,2007,US Open,Hard,Medina Garrigues A.,34.0,Kuznetsova S.,4.0,8.0,1.06,0
2007-01-09,2007,US Open,Hard,Radwanska A.,32.0,Sharapova M.,2.0,10.0,1.04,1
2007-01-09,2007,US Open,Hard,Chakvetadze A.,6.0,Mirza S.,27.0,1.16,4.5,1
2007-01-09,2007,US Open,Hard,Paszek T.,43.0,Schnyder P.,12.0,3.0,1.36,1
2007-01-09,2007,US Open,Hard,Azarenka V.,41.0,Hingis M.,17.0,2.25,1.57,1
2007-01-09,2007,US Open,Hard,Kuznetsova S.,4.0,Medina Garrigues A.,34.0,1.06,8.0,1
2007-01-09,2007,US Open,Hard,Peer S.,19.0,Vaidisova N.,15.0,2.62,1.44,1
2007-01-10,2007,AIG Japan Open Tennis Championships,Hard,Dellacqua C.,84.0,Bremond S.,82.0,1.39,2.75,1
2007-01-10,2007,Porsche Tennis Grand Prix,Hard,Golovin T.,19.0,Muller M.,50.0,1.06,8.0,1
2007-01-10,2007,Porsche Tennis Grand Prix,Hard,Safina D.,17.0,Srebotnik K.,23.0,1.72,2.0,1
2007-01-10,2007,AIG Japan Open Tennis Championships,Hard,Zakopalova K.,68.0,Nakamura A.,52.0,2.25,1.57,1
2007-01-10,2007,Tashkent Open,Hard,Palkina K.,433.0,Dzehalevich E.,181.0,,,1
2007-01-10,2007,Tashkent Open,Hard,Olaru I.,60.0,Cetkovska P.,104.0,1.44,2.62,1
2007-01-10,2007,AIG Japan Open Tennis Championships,Hard,Wozniacki C.,73.0,Castano C.,109.0,1.53,2.37,1
2007-01-10,2007,Tashkent Open,Hard,Sromova H.,141.0,Amanmuradova A.,102.0,3.0,1.36,0
2007-01-10,2007,AIG Japan Open Tennis Championships,Hard,Morita A.,139.0,Mirza S.,29.0,4.33,1.19,0
2007-01-10,2007,Tashkent Open,Hard,Amanmuradova A.,102.0,Sromova H.,141.0,1.36,3.0,1
2007-01-10,2007,AIG Japan Open Tennis Championships,Hard,Bremond S.,82.0,Dellacqua C.,84.0,2.75,1.39,0
2007-01-10,2007,AIG Japan Open Tennis Championships,Hard,Radwanska U.,543.0,Ferguson S.,175.0,1.53,2.37,1
2007-01-10,2007,Porsche Tennis Grand Prix,Hard,Muller M.,50.0,Golovin T.,19.0,8.0,1.06,0
2007-01-10,2007,AIG Japan Open Tennis Championships,Hard,Castano C.,109.0,Wozniacki C.,73.0,2.37,1.53,0
2007-01-10,2007,AIG Japan Open Tennis Championships,Hard,Nakamura A.,52.0,Zakopalova K.,68.0,1.57,2.25,0
2007-01-10,2007,Tashkent Open,Hard,Dzehalevich E.,181.0,Palkina K.,433.0,,,0
2007-01-10,2007,Porsche Tennis Grand Prix,Hard,Srebotnik K.,23.0,Safina D.,17.0,2.0,1.72,0
2007-01-10,2007,AIG Japan Open Tennis Championships,Hard,Mirza S.,29.0,Morita A.,139.0,1.19,4.33,1
2007-01-10,2007,Tashkent Open,Hard,Cetkovska P.,104.0,Olaru I.,60.0,2.62,1.44,0
2007-01-10,2007,AIG Japan Open Tennis Championships,Hard,Ferguson S.,175.0,Radwanska U.,543.0,2.37,1.53,0
2007-01-11,2007,Bell Challenge,Hard,Zvonareva V.,24.0,Bremond S.,91.0,1.11,6.0,1
2007-01-11,2007,Bell Challenge,Hard,Voracova R.,114.0,Vaidisova N.,12.0,12.0,1.02,1
2007-01-11,2007,Bell Challenge,Hard,Poutchkova O.,78.0,Craybas J.,95.0,1.8,1.9,1
2007-01-11,2007,Bell Challenge,Hard,King V.,113.0,Voracova R.,114.0,1.53,2.37,1
2007-01-11,2007,Bell Challenge,Hard,Ani M.,120.0,Ditty J.,122.0,2.2,1.61,0
2007-01-11,2007,Bell Challenge,Hard,Ditty J.,122.0,Ani M.,120.0,1.61,2.2,1
2007-01-11,2007,Bell Challenge,Hard,Voracova R.,114.0,King V.,113.0,2.37,1.53,0
2007-01-11,2007,Bell Challenge,Hard,Craybas J.,95.0,Poutchkova O.,78.0,1.9,1.8,0
2007-01-11,2007,Bell Challenge,Hard,Vaidisova N.,12.0,Voracova R.,114.0,1.02,12.0,0
2007-01-11,2007,Bell Challenge,Hard,Bremond S.,91.0,Zvonareva V.,24.0,6.0,1.11,0
2007-02-01,2007,Mondial Australian Women's Hardcourts,Hard,Vesnina E.,47.0,Srebotnik K.,23.0,2.5,1.5,1
2007-02-01,2007,ASB Classic,Hard,Craybas J.,70.0,Dulko G.,59.0,1.72,2.0,1
2007-02-01,2007,ASB Classic,Hard,Bartoli M.,18.0,Loit E.,56.0,1.28,3.25,0
2007-02-01,2007,ASB Classic,Hard,Oprandi R.,53.0,Granville L.,68.0,2.1,1.66,0
2007-02-01,2007,ASB Classic,Hard,Cibulkova D.,153.0,Hantuchova D.,17.0,3.25,1.28,0
2007-02-01,2007,ASB Classic,Hard,Muller M.,34.0,Suarez P.,178.0,2.25,1.57,0
2007-02-01,2007,Mondial Australian Women's Hardcourts,Hard,Likhovtseva E.,43.0,Safina D.,11.0,3.25,1.28,0
2007-02-01,2007,ASB Classic,Hard,Bychkova E.,76.0,Meusburger Y.,135.0,2.0,1.72,0
2007-02-01,2007,Mondial Australian Women's Hardcourts,Hard,Pratt N.,77.0,Hingis M.,7.0,9.0,1.04,0
2007-02-01,2007,ASB Classic,Hard,Schruff J.,82.0,Jankovic J.,12.0,5.5,1.12,0
2007-02-01,2007,Mondial Australian Women's Hardcourts,Hard,Srebotnik K.,23.0,Vesnina E.,47.0,1.5,2.5,0
2007-02-01,2007,Mondial Australian Women's Hardcourts,Hard,Bremond S.,40.0,Garbin T.,38.0,1.8,1.9,0
2007-02-01,2007,Mondial Australian Women's Hardcourts,Hard,Li N.,21.0,Castano C.,54.0,1.19,4.0,0
2007-02-01,2007,Mondial Australian Women's Hardcourts,Hard,Castano C.,54.0,Li N.,21.0,4.0,1.19,1
2007-02-01,2007,Mondial Australian Women's Hardcourts,Hard,Garbin T.,38.0,Bremond S.,40.0,1.9,1.8,1
2007-02-01,2007,ASB Classic,Hard,Dulko G.,59.0,Craybas J.,70.0,2.0,1.72,0
2007-02-01,2007,Mondial Australian Women's Hardcourts,Hard,Hingis M.,7.0,Pratt N.,77.0,1.04,9.0,1
2007-02-01,2007,ASB Classic,Hard,Meusburger Y.,135.0,Bychkova E.,76.0,1.72,2.0,1
2007-02-01,2007,Mondial Australian Women's Hardcourts,Hard,Safina D.,11.0,Likhovtseva E.,43.0,1.28,3.25,1
2007-02-01,2007,ASB Classic,Hard,Suarez P.,178.0,Muller M.,34.0,1.57,2.25,1
2007-02-01,2007,ASB Classic,Hard,Hantuchova D.,17.0,Cibulkova D.,153.0,1.28,3.25,1
2007-02-01,2007,ASB Classic,Hard,Granville L.,68.0,Oprandi R.,53.0,1.66,2.1,1
2007-02-01,2007,ASB Classic,Hard,Zvonareva V.,24.0,Osterloh L.,118.0,1.14,5.0,1
2007-02-01,2007,ASB Classic,Hard,Loit E.,56.0,Bartoli M.,18.0,3.25,1.28,1
2007-02-01,2007,ASB Classic,Hard,Jankovic J.,12.0,Schruff J.,82.0,1.12,5.5,1
2007-02-01,2007,ASB Classic,Hard,Osterloh L.,118.0,Zvonareva V.,24.0,5.0,1.14,0
2007-02-03,2007,Qatar Total Open,Hard,Jankovic J.,10.0,Henin J.,2.0,3.25,1.33,0
2007-02-03,2007,Qatar Total Open,Hard,Hantuchova D.,19.0,Kuznetsova S.,5.0,3.0,1.36,0
2007-02-03,2007,Qatar Total Open,Hard,Kuznetsova S.,5.0,Hantuchova D.,19.0,1.36,3.0,1
2007-02-03,2007,Qatar Total Open,Hard,Henin J.,2.0,Jankovic J.,10.0,1.33,3.25,1
2007-02-08,2007,Acura Classic,Hard,Mirza S.,31.0,Safina D.,14.0,2.25,1.57,1
2007-02-08,2007,Nordea Nordic Light Open,Hard,Cibulkova D.,75.0,Medina Garrigues A.,32.0,2.5,1.5,1
2007-02-08,2007,Nordea Nordic Light Open,Hard,Cohen Aloro S.,104.0,Fedossova Y.,118.0,1.66,2.1,1
2007-02-08,2007,Acura Classic,Hard,Petrova N.,9.0,Srebotnik K.,23.0,1.36,3.0,1
2007-02-08,2007,Acura Classic,Hard,Kirilenko M.,42.0,Jankovic J.,3.0,6.0,1.11,1
2007-02-08,2007,Acura Classic,Hard,Chakvetadze A.,6.0,Sugiyama A.,30.0,1.14,5.0,1
2007-02-08,2007,Acura Classic,Hard,Sharapova M.,2.0,Golovin T.,19.0,1.16,4.5,1
2007-02-08,2007,Nordea Nordic Light Open,Hard,Wozniacki C.,90.0,Vesnina E.,55.0,2.37,1.53,1
2007-02-08,2007,Acura Classic,Hard,Dementieva E.,15.0,Bartoli M.,12.0,2.1,1.66,1
2007-02-08,2007,Nordea Nordic Light Open,Hard,Vesnina E.,55.0,Wozniacki C.,90.0,1.53,2.37,0
2007-02-08,2007,Acura Classic,Hard,Sugiyama A.,30.0,Chakvetadze A.,6.0,5.0,1.14,0
2007-02-08,2007,Acura Classic,Hard,Tanasugarn T.,85.0,Sharapova M.,2.0,11.0,1.03,0
2007-02-08,2007,Acura Classic,Hard,Safina D.,14.0,Mirza S.,31.0,1.57,2.25,0
2007-02-08,2007,Acura Classic,Hard,Jankovic J.,3.0,Kirilenko M.,42.0,1.11,6.0,0
2007-02-08,2007,Acura Classic,Hard,Srebotnik K.,23.0,Petrova N.,9.0,3.0,1.36,0
2007-02-08,2007,Acura Classic,Hard,Bartoli M.,12.0,Dementieva E.,15.0,1.66,2.1,0
2007-02-08,2007,Nordea Nordic Light Open,Hard,Medina Garrigues A.,32.0,Cibulkova D.,75.0,1.5,2.5,0
2007-02-08,2007,Nordea Nordic Light Open,Hard,Fedossova Y.,118.0,Cohen Aloro S.,104.0,2.1,1.66,0
2007-02-08,2007,Acura Classic,Hard,Sharapova M.,2.0,Tanasugarn T.,85.0,1.03,11.0,1
2007-02-08,2007,Acura Classic,Hard,Golovin T.,19.0,Sharapova M.,2.0,4.5,1.16,0
2007-02-09,2007,US Open,Hard,Henin J.,1.0,Safina D.,16.0,1.04,10.0,1
2007-02-09,2007,US Open,Hard,Jankovic J.,3.0,Bammer S.,20.0,1.14,5.0,1
2007-02-09,2007,US Open,Hard,Williams S.,9.0,Bartoli M.,10.0,1.19,4.33,1
2007-02-09,2007,US Open,Hard,Williams V.,14.0,Ivanovic A.,5.0,1.44,2.62,1
2007-02-09,2007,US Open,Hard,Bammer S.,20.0,Jankovic J.,3.0,5.0,1.14,0
2007-02-09,2007,US Open,Hard,Safina D.,16.0,Henin J.,1.0,10.0,1.04,0
2007-02-09,2007,US Open,Hard,Ivanovic A.,5.0,Williams V.,14.0,2.62,1.44,0
2007-02-09,2007,US Open,Hard,Bartoli M.,10.0,Williams S.,9.0,4.33,1.19,0
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Kirilenko M.,26.0,Pin C.,78.0,1.14,5.0,0
2007-02-10,2007,Porsche Tennis Grand Prix,Hard,Vakulenko J.,41.0,Goerges J.,135.0,1.4,2.75,1
2007-02-10,2007,Porsche Tennis Grand Prix,Hard,Petrova N.,9.0,Malek T.,106.0,1.07,7.5,1
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Gallovits E.,81.0,King V.,88.0,2.2,1.61,0
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Pennetta F.,53.0,Rolle A.,105.0,1.33,3.25,1
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Razzano V.,33.0,Tanasugarn T.,86.0,1.14,5.0,1
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Baltacha E.,240.0,Yan Z.,66.0,3.0,1.36,1
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Spears A.,152.0,Yonemura T.,371.0,1.28,3.5,1
2007-02-10,2007,Tashkent Open,Hard,Koryttseva M.,120.0,Saidkhodjaeva D.,1137.0,,,1
2007-02-10,2007,Tashkent Open,Hard,Kremer A.,92.0,Fedak Y.,127.0,1.53,2.37,1
2007-02-10,2007,Tashkent Open,Hard,Manasieva V.,190.0,Voskoboeva G.,132.0,2.1,1.66,1
2007-02-10,2007,Tashkent Open,Hard,O'Brien K.,145.0,Schruff J.,121.0,2.75,1.4,1
2007-02-10,2007,Porsche Tennis Grand Prix,Hard,Schiavone F.,28.0,Peer S.,16.0,2.5,1.5,0
2007-02-10,2007,Tashkent Open,Hard,Poutchkova O.,83.0,Tulyaganova I.,183.0,2.62,1.44,1
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Wozniak A.,117.0,Fedossova Y.,133.0,1.66,2.1,1
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Molik A.,74.0,Morigami A.,51.0,2.87,1.38,1
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Yuan M.,131.0,Sugiyama A.,37.0,3.39,1.3,1
2007-02-10,2007,Tashkent Open,Hard,Poutchek T.,96.0,Johansson M.,114.0,1.83,1.83,1
2007-02-10,2007,Tashkent Open,Hard,Vesnina E.,61.0,Brianti A.,146.0,1.22,4.0,1
2007-02-10,2007,Tashkent Open,Hard,Rodina E.,157.0,Zhang S.,158.0,1.5,2.5,1
2007-02-10,2007,Tashkent Open,Hard,Govortsova O.,55.0,Voracova R.,116.0,1.36,3.0,1
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Pin C.,78.0,Kirilenko M.,26.0,5.0,1.14,1
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,King V.,88.0,Gallovits E.,81.0,1.61,2.2,1
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Williams V.,8.0,Craybas J.,97.0,1.02,12.0,1
2007-02-10,2007,Porsche Tennis Grand Prix,Hard,Williams S.,7.0,Ondraskova Z.,140.0,,,1
2007-02-10,2007,Porsche Tennis Grand Prix,Hard,Peer S.,16.0,Schiavone F.,28.0,1.5,2.5,1
2007-02-10,2007,Porsche Tennis Grand Prix,Hard,Bartoli M.,11.0,Radwanska A.,36.0,1.57,2.25,0
2007-02-10,2007,Porsche Tennis Grand Prix,Hard,Dementieva E.,15.0,Mauresmo A.,12.0,2.62,1.44,1
2007-02-10,2007,Tashkent Open,Hard,Voracova R.,116.0,Govortsova O.,55.0,3.0,1.36,0
2007-02-10,2007,Tashkent Open,Hard,Zhang S.,158.0,Rodina E.,157.0,2.5,1.5,0
2007-02-10,2007,Tashkent Open,Hard,Brianti A.,146.0,Vesnina E.,61.0,4.0,1.22,0
2007-02-10,2007,Tashkent Open,Hard,Johansson M.,114.0,Poutchek T.,96.0,1.83,1.83,0
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Sugiyama A.,37.0,Yuan M.,131.0,1.3,3.39,0
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Morigami A.,51.0,Molik A.,74.0,1.38,2.87,0
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Fedossova Y.,133.0,Wozniak A.,117.0,2.1,1.66,0
2007-02-10,2007,Tashkent Open,Hard,Tulyaganova I.,183.0,Poutchkova O.,83.0,1.44,2.62,0
2007-02-10,2007,Tashkent Open,Hard,Schruff J.,121.0,O'Brien K.,145.0,1.4,2.75,0
2007-02-10,2007,Tashkent Open,Hard,Voskoboeva G.,132.0,Manasieva V.,190.0,1.66,2.1,0
2007-02-10,2007,Tashkent Open,Hard,Fedak Y.,127.0,Kremer A.,92.0,2.37,1.53,0
2007-02-10,2007,Porsche Tennis Grand Prix,Hard,Radwanska A.,36.0,Bartoli M.,11.0,2.25,1.57,1
2007-02-10,2007,Tashkent Open,Hard,Saidkhodjaeva D.,1137.0,Koryttseva M.,120.0,,,0
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Yan Z.,66.0,Baltacha E.,240.0,1.36,3.0,0
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Tanasugarn T.,86.0,Razzano V.,33.0,5.0,1.14,0
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Rolle A.,105.0,Pennetta F.,53.0,3.25,1.33,0
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Craybas J.,97.0,Williams V.,8.0,12.0,1.02,0
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Dominguez Lino L.,67.0,Kostanic Tosic J.,101.0,2.2,1.61,0
2007-02-10,2007,Tashkent Open,Hard,Kudryavtseva A.,72.0,Ekshibarova V.,520.0,1.16,4.5,0
2007-02-10,2007,Porsche Tennis Grand Prix,Hard,Malek T.,106.0,Petrova N.,9.0,7.5,1.07,0
2007-02-10,2007,Porsche Tennis Grand Prix,Hard,Goerges J.,135.0,Vakulenko J.,41.0,2.75,1.4,0
2007-02-10,2007,Porsche Tennis Grand Prix,Hard,Ondraskova Z.,140.0,Williams S.,7.0,,,0
2007-02-10,2007,Porsche Tennis Grand Prix,Hard,Mauresmo A.,12.0,Dementieva E.,15.0,1.44,2.62,0
